"Enzyme","Sample","nmol_per_ml","SampleID","wet.wt","dry.wt","perc.moist","perc.dry","enz.raw","enz.wt","volume","activity"
"nag","AS166","2.12288686605982","AS166",5.34,3.014851485,"0.333333333","0.666666667",0.3061,"0.204066667",125,1300.36356333236
"nag","AS76","1.79389985895628","AS76",4.01,2.335384615,"0.25","0.75",0.2446,"0.18345",125,1222.33569021278
"nag","QR63","2.19904458598726","QR63",5.21,3.497142857,"0","1",0.2773,"0.2773",125,991.275056791949
"bxyl","AS166","0.170954637779282","AS166",5.34,3.014851485,"0.333333333","0.666666667",0.3061,"0.204066667",125,104.717394744386
"bxyl","AS76","0.258236101578586","AS76",4.01,2.335384615,"0.25","0.75",0.2446,"0.18345",125,175.958095924357
"bxyl","QR63","0.21264553686934","QR63",5.21,3.497142857,"0","1",0.2773,"0.2773",125,95.8553628152452
"bcell","AS166","0.782881002087683","AS166",5.34,3.014851485,"0.333333333","0.666666667",0.3061,"0.204066667",125,479.549779979306
"bcell","AS76","1.19523443504996","AS76",4.01,2.335384615,"0.25","0.75",0.2446,"0.18345",125,814.414305703162
"bcell","QR63","1.00190234622701","QR63",5.21,3.497142857,"0","1",0.2773,"0.2773",125,451.6328643288
"phos","AS39","15.9743265993266","AS39",4.26,2.931672241,"0","1",0.2036,"0.2036",125,9807.42055459639
"phos","QR180","6.11476127901883","QR180",3.01,3.779069767,"0.285714286","0.714285714",0.2501,"0.178642857",125,4278.62145015602
"phos","QR144","10.2198086371864","QR144",3.74,3.771851852,"0","1",0.2824,"0.2824",125,4523.64050866962
"bglu","AS39","8.27476038338658","AS39",4.26,2.931672241,"0","1",0.2036,"0.2036",125,5080.28019608705
"bglu","QR180","7.58804258804259","QR180",3.01,3.779069767,"0.285714286","0.714285714",0.2501,"0.178642857",125,5309.50601347203
"bglu","QR144","6.34910620399579","QR144",3.74,3.771851852,"0","1",0.2824,"0.2824",125,2810.33383675451
"lap","AS39","0.0859106529209622","AS39",4.26,2.931672241,"0","1",0.2036,"0.2036",125,52.7447525300603
"lap","QR180","0.048999165971643","QR180",3.01,3.779069767,"0.285714286","0.714285714",0.2501,"0.178642857",125,34.2857019268079
"lap","QR144","0.0807493540051679","QR144",3.74,3.771851852,"0","1",0.2824,"0.2824",125,35.7424548535623
"nag","AS39","1.99765512265512","AS39",4.26,2.931672241,"0","1",0.2036,"0.2036",125,1226.45820398767
"nag","QR180","2.85205696202532","QR180",3.01,3.779069767,"0.285714286","0.714285714",0.2501,"0.178642857",125,1995.64161836689
"nag","QR144","2.32736974262398","QR144",3.74,3.771851852,"0","1",0.2824,"0.2824",125,1030.17428409348
"bxyl","AS39","0.222544338335607","AS39",4.26,2.931672241,"0","1",0.2036,"0.2036",125,136.630856050839
"bxyl","QR180","0.249510763209393","QR180",3.01,3.779069767,"0.285714286","0.714285714",0.2501,"0.178642857",125,174.587699306523
"bxyl","QR144","0.301694329183956","QR144",3.74,3.771851852,"0","1",0.2824,"0.2824",125,133.540336926326
"bcell","AS39","1.98092443140132","AS39",4.26,2.931672241,"0","1",0.2036,"0.2036",125,1216.18641417075
"bcell","QR180","1.06737869198312","QR180",3.01,3.779069767,"0.285714286","0.714285714",0.2501,"0.178642857",125,746.866338450297
"bcell","QR144","1.15474598930481","QR144",3.74,3.771851852,"0","1",0.2824,"0.2824",125,511.130483934494
"phos","AS12","6.47282174260591","AS12",5.15,2.212248062,"0.833333333","0.166666667",0.1617,"0.02695",125,30022.3642978011
"phos","AS128","4.27918665752799","AS128",4.07,3.018844765,"0.333333333","0.666666667",0.3185,"0.212333333",125,2519.14442557636
"bglu","AS12","9.58244869072894","AS12",5.15,2.212248062,"0.833333333","0.166666667",0.1617,"0.02695",125,44445.494854958
"bglu","AS128","5.35723564562224","AS128",4.07,3.018844765,"0.333333333","0.666666667",0.3185,"0.212333333",125,3153.78865033301
"lap","AS12","0.0598693759071118","AS12",5.15,2.212248062,"0.833333333","0.166666667",0.1617,"0.02695",125,277.687272296437
"lap","AS128","0.0490580847723705","AS128",4.07,3.018844765,"0.333333333","0.666666667",0.3185,"0.212333333",125,28.8803482237351
"nag","AS12","1.62992357436802","AS12",5.15,2.212248062,"0.833333333","0.166666667",0.1617,"0.02695",125,7559.94236719861
"nag","AS128","1.10417966313163","AS128",4.07,3.018844765,"0.333333333","0.666666667",0.3185,"0.212333333",125,650.027275234519
"bxyl","AS12","0.194274028629857","AS12",5.15,2.212248062,"0.833333333","0.166666667",0.1617,"0.02695",125,901.085476019745
"bxyl","AS128","0.190298507462687","AS128",4.07,3.018844765,"0.333333333","0.666666667",0.3185,"0.212333333",125,112.028163909789
"bcell","AS12","1.42052107728337","AS12",5.15,2.212248062,"0.833333333","0.166666667",0.1617,"0.02695",125,6588.68774250172
"bcell","AS128","0.793826380109566","AS128",4.07,3.018844765,"0.333333333","0.666666667",0.3185,"0.212333333",125,467.32322293314
"phos","CO26","6.54200947394665","CO26",2.07,0.377532468,"0.076923079","0.923076921",0.1837,"0.16956923",125,4822.52106849416
"phos","AS24","17.1232467920024","AS24",3.98,2.843796992,"0.222222222","0.777777778",0.3048,"0.237066667",125,9028.70857420162
"phos","QR142","5.85185185185185","QR142",4.15,3.691258741,"0.125","0.875",0.1922,"0.168175",125,4349.52568147157
"bglu","CO26","10.1517571884984","CO26",2.07,0.377532468,"0.076923079","0.923076921",0.1837,"0.16956923",125,7483.49006811141
"bglu","AS24","9.41296579887698","AS24",3.98,2.843796992,"0.222222222","0.777777778",0.3048,"0.237066667",125,4963.24826998822
"bglu","QR142","11.7406671084603","QR142",4.15,3.691258741,"0.125","0.875",0.1922,"0.168175",125,8726.5252775831
"lap","CO26","0.0544703230653644","CO26",2.07,0.377532468,"0.076923079","0.923076921",0.1837,"0.16956923",125,40.1534546283577
"lap","AS24","-0.0408878504672897","AS24",3.98,2.843796992,"0.222222222","0.777777778",0.3048,"0.237066667",125,-21.5592574573599
"lap","QR142","0.0163839629915189","QR142",4.15,3.691258741,"0.125","0.875",0.1922,"0.168175",125,12.177763484108
"nag","CO26","2.16540404040404","CO26",2.07,0.377532468,"0.076923079","0.923076921",0.1837,"0.16956923",125,1596.25366613097
"nag","AS24","2.92703150912106","AS24",3.98,2.843796992,"0.222222222","0.777777778",0.3048,"0.237066667",125,1543.35885036142
"nag","QR142","4.25656275635767","QR142",4.15,3.691258741,"0.125","0.875",0.1922,"0.168175",125,3163.7897698511
"bxyl","CO26","0.525493421052632","CO26",2.07,0.377532468,"0.076923079","0.923076921",0.1837,"0.16956923",125,387.37380379435
"bxyl","AS24","0.419487427466151","AS24",3.98,2.843796992,"0.222222222","0.777777778",0.3048,"0.237066667",125,221.186424463752
"bxyl","QR142","0.402041547277937","QR142",4.15,3.691258741,"0.125","0.875",0.1922,"0.168175",125,298.826778116498
"bcell","CO26","1.33675078864353","CO26",2.07,0.377532468,"0.076923079","0.923076921",0.1837,"0.16956923",125,985.401942206385
"bcell","AS24","2.42578125","AS24",3.98,2.843796992,"0.222222222","0.777777778",0.3048,"0.237066667",125,1279.06069666892
"bcell","QR142","3.20083333333333","QR142",4.15,3.691258741,"0.125","0.875",0.1922,"0.168175",125,2379.09419751251
"phos","AS68","12.546786004882","AS68",4,2.540590406,"0.142857143","0.857142857",0.3728,"0.319542857",125,4908.09985657182
"phos","CO190","4.08064869603331","CO190",4,3.694301471,"0.142857143","0.857142857",0.1607,"0.137742857",125,3703.14002565058
"phos","AS146","7.82403770620581","AS146",3.98,2.611375465,"0","1",0.2718,"0.2718",125,3598.25133655528
"bglu","AS68","6.31417080671871","AS68",4,2.540590406,"0.142857143","0.857142857",0.3728,"0.319542857",125,2470.00154611448
"bglu","CO190","5.00755287009063","CO190",4,3.694301471,"0.142857143","0.857142857",0.1607,"0.137742857",125,4544.29450930678
"bglu","AS146","11.3588588588589","AS146",3.98,2.611375465,"0","1",0.2718,"0.2718",125,5223.90492037293
"lap","AS68","0.0310496794871795","AS68",4,2.540590406,"0.142857143","0.857142857",0.3728,"0.319542857",125,12.1461326732065
"lap","CO190","0.0722932078009415","CO190",4,3.694301471,"0.142857143","0.857142857",0.1607,"0.137742857",125,65.6052239073108
"lap","AS146","0.0151821862348178","AS146",3.98,2.611375465,"0","1",0.2718,"0.2718",125,6.98224164588751
"nag","AS68","2.29768153980752","AS68",4,2.540590406,"0.142857143","0.857142857",0.3728,"0.319542857",125,898.815874566522
"nag","CO190","1.12366474938373","CO190",4,3.694301471,"0.142857143","0.857142857",0.1607,"0.137742857",125,1019.71235918946
"nag","AS146","5.26462395543176","AS146",3.98,2.611375465,"0","1",0.2718,"0.2718",125,2421.1846741316
"bxyl","AS68","0.207171314741036","AS68",4,2.540590406,"0.142857143","0.857142857",0.3728,"0.319542857",125,81.0420692415274
"bxyl","CO190","0.196118909991742","CO190",4,3.694301471,"0.142857143","0.857142857",0.1607,"0.137742857",125,177.975571894576
"bxyl","AS146","0.449120603015075","AS146",3.98,2.611375465,"0","1",0.2718,"0.2718",125,206.549210363813
"bcell","AS68","1.37257405515832","AS68",4,2.540590406,"0.142857143","0.857142857",0.3728,"0.319542857",125,536.928781652566
"bcell","CO190","0.388827023014105","CO190",4,3.694301471,"0.142857143","0.857142857",0.1607,"0.137742857",125,352.855886216758
"bcell","AS146","3.17920353982301","AS146",3.98,2.611375465,"0","1",0.2718,"0.2718",125,1462.10611654848
"phos","CO188","3.74764595103578","CO188",2.29,1.214545455,"-0.076923077","1.076923077",0.2124,"0.228738461",125,2047.99727090702
"phos","QR2","9.28351525328855","QR2",4.34,4.120131148,"0.166666667","0.833333333",0.3221,"0.268416667",125,4323.27626905921
"phos","AS48","14.8644009612084","AS48",5.25,2.940429293,"0.5","0.5",0.335,"0.1675",125,11092.8365382152
"bglu","CO188","16.3968824940048","CO188",2.29,1.214545455,"-0.076923077","1.076923077",0.2124,"0.228738461",125,8960.49707945967
"bglu","QR2","5.13851653261841","QR2",4.34,4.120131148,"0.166666667","0.833333333",0.3221,"0.268416667",125,2392.97571852087
"bglu","AS48","7.6674609478422","AS48",5.25,2.940429293,"0.5","0.5",0.335,"0.1675",125,5721.98578197179
"lap","CO188","0.070774354704413","CO188",2.29,1.214545455,"-0.076923077","1.076923077",0.2124,"0.228738461",125,38.6764617518854
"lap","QR2","0.0654678770949721","QR2",4.34,4.120131148,"0.166666667","0.833333333",0.3221,"0.268416667",125,30.4879899163323
"lap","AS48","0.0640439158279963","AS48",5.25,2.940429293,"0.5","0.5",0.335,"0.1675",125,47.7939670358181
"nag","CO188","1.61104368932039","CO188",2.29,1.214545455,"-0.076923077","1.076923077",0.2124,"0.228738461",125,880.396153251415
"nag","QR2","1.83695652173913","QR2",4.34,4.120131148,"0.166666667","0.833333333",0.3221,"0.268416667",125,855.459416077882
"nag","AS48","2.17371737173717","AS48",5.25,2.940429293,"0.5","0.5",0.335,"0.1675",125,1622.17714308744
"bxyl","CO188","0.702014218009479","CO188",2.29,1.214545455,"-0.076923077","1.076923077",0.2124,"0.228738461",125,383.633678689413
"bxyl","QR2","0.178211163416274","QR2",4.34,4.120131148,"0.166666667","0.833333333",0.3221,"0.268416667",125,82.9918487402805
"bxyl","AS48","0.539259927797834","AS48",5.25,2.940429293,"0.5","0.5",0.335,"0.1675",125,402.432781938682
"bcell","CO188","3.18295454545455","CO188",2.29,1.214545455,"-0.076923077","1.076923077",0.2124,"0.228738461",125,1739.40716590648
"bcell","QR2","1.3310546875","QR2",4.34,4.120131148,"0.166666667","0.833333333",0.3221,"0.268416667",125,619.864026318083
"bcell","AS48","2.83880666049954","AS48",5.25,2.940429293,"0.5","0.5",0.335,"0.1675",125,2118.51243320861
"phos","CO132","2.78112449799197","CO132",4.25,3.2775,"0.5","0.5",0.218,"0.109",125,3189.36295641281
"phos","CO106","2.70541549953315","CO106",4.23,3.241216216,"0.222222222","0.777777778",0.2703,"0.210233333",125,1608.57906125497
"phos","QR90","4.64177598385469","QR90",3.94,3.926917293,"0","1",0.1658,"0.1658",125,3499.52954150685
"bglu","CO132","21.2313725490196","CO132",4.25,3.2775,"0.5","0.5",0.218,"0.109",125,24347.9042993344
"bglu","CO106","12.5260649389336","CO106",4.23,3.241216216,"0.222222222","0.777777778",0.2703,"0.210233333",125,7447.71580711561
"bglu","QR90","6.69359664871334","QR90",3.94,3.926917293,"0","1",0.1658,"0.1658",125,5046.43896917471
"lap","CO132","0.0150943396226415","CO132",4.25,3.2775,"0.5","0.5",0.218,"0.109",125,17.3100225030292
"lap","CO106","0.0824175824175824","CO106",4.23,3.241216216,"0.222222222","0.777777778",0.2703,"0.210233333",125,49.0036363653037
"lap","QR90","0.00754147812971342","QR90",3.94,3.926917293,"0","1",0.1658,"0.1658",125,5.68567410261868
"nag","CO132","3.00061750176429","CO132",4.25,3.2775,"0.5","0.5",0.218,"0.109",125,3441.07511670217
"nag","CO106","2.44496268656716","CO106",4.23,3.241216216,"0.222222222","0.777777778",0.2703,"0.210233333",125,1453.71969068718
"nag","QR90","1.96002386634845","QR90",3.94,3.926917293,"0","1",0.1658,"0.1658",125,1477.70194990082
"bxyl","CO132","0.483193277310924","CO132",4.25,3.2775,"0.5","0.5",0.218,"0.109",125,554.120730861151
"bxyl","CO106","0.920542635658915","CO106",4.23,3.241216216,"0.222222222","0.777777778",0.2703,"0.210233333",125,547.333897129264
"bxyl","QR90","0.19589552238806","QR90",3.94,3.926917293,"0","1",0.1658,"0.1658",125,147.689627855896
"bcell","CO132","1.50174961119751","CO132",4.25,3.2775,"0.5","0.5",0.218,"0.109",125,1722.18992109806
"bcell","CO196","3.23926480156148","CO196",5.42,3.872451456,"0.2","0.8",0.2263,"0.18104",125,2236.56705808211
"bcell","QR90","1.06652949245542","QR90",3.94,3.926917293,"0","1",0.1658,"0.1658",125,804.078326640093
"phos","AS27","1.51192778852353","AS27",5.42,5.731084337,"0.777777778","0.222222222",0.3278,"0.072844444",125,2594.44596166375
"phos","CO180","3.082497212932","CO180",3.97,2.55762963,"0","1",0.2793,"0.2793",125,1379.56373654314
"phos","QR157","15.6306306306306","QR157",4.37,4.435598706,"0.285714286","0.714285714",0.2406,"0.171857143",125,11368.9125440007
"bglu","AS27","2.6440329218107","AS27",5.42,5.731084337,"0.777777778","0.222222222",0.3278,"0.072844444",125,4537.12180473692
"bglu","CO180","11.4170826400444","CO180",3.97,2.55762963,"0","1",0.2793,"0.2793",125,5109.68610814733
"bglu","QR157","8.40222808560539","QR157",4.37,4.435598706,"0.285714286","0.714285714",0.2406,"0.171857143",125,6111.34627497371
"lap","AS27","0.0613317757009346","AS27",5.42,5.731084337,"0.777777778","0.222222222",0.3278,"0.072844444",125,105.244429659135
"lap","CO180","0.157856093979442","CO180",3.97,2.55762963,"0","1",0.2793,"0.2793",125,70.6480907534202
"lap","QR157","0.0353153745072273","QR157",4.37,4.435598706,"0.285714286","0.714285714",0.2406,"0.171857143",125,25.6865774464982
"nag","AS27","1.13333333333333","AS27",5.42,5.731084337,"0.777777778","0.222222222",0.3278,"0.072844444",125,1944.78341638061
"nag","CO180","2.57117146596859","CO180",3.97,2.55762963,"0","1",0.2793,"0.2793",125,1150.72120746894
"nag","QR157","2.62094102054341","QR157",4.37,4.435598706,"0.285714286","0.714285714",0.2406,"0.171857143",125,1906.33698343237
"bxyl","AS27","0.129636638909917","AS27",5.42,5.731084337,"0.777777778","0.222222222",0.3278,"0.072844444",125,222.454575447643
"bxyl","CO180","0.554676511954993","CO180",3.97,2.55762963,"0","1",0.2793,"0.2793",125,248.244052969474
"bxyl","QR157","0.265461997019374","QR157",4.37,4.435598706,"0.285714286","0.714285714",0.2406,"0.171857143",125,193.083331004879
"bcell","AS27","0.649057344854674","AS27",5.42,5.731084337,"0.777777778","0.222222222",0.3278,"0.072844444",125,1113.77290637065
"bcell","CO180","1.90011820330969","CO180",3.97,2.55762963,"0","1",0.2793,"0.2793",125,850.393037643076
"bcell","QR157","1.12068965517241","QR157",4.37,4.435598706,"0.285714286","0.714285714",0.2406,"0.171857143",125,815.131710274919
"phos","CO74","8.1058201058201","CO74",4.2,3.572646048,"0","1",0.1456,"0.1456",125,6958.98017326588
"phos","AS123","5.9479674796748","AS123",3.96,2.992238806,"0","1",0.2114,"0.2114",125,3517.01009914546
"phos","QR57","6.40473963205488","QR57",3.53,3.980533333,"0","1",0.1945,"0.1945",125,4116.15657587074
"bglu","CO74","17.6642771804062","CO74",4.2,3.572646048,"0","1",0.1456,"0.1456",125,15165.0731287828
"bglu","AS123","8.14315352697095","AS123",3.96,2.992238806,"0","1",0.2114,"0.2114",125,4815.01509399891
"bglu","QR57","3.43920145190563","QR57",3.53,3.980533333,"0","1",0.1945,"0.1945",125,2210.28370945092
"lap","CO74","0.037280701754386","CO74",4.2,3.572646048,"0","1",0.1456,"0.1456",125,32.0060969732023
"lap","AS123","-0.0632255389718076","AS123",3.96,2.992238806,"0","1",0.2114,"0.2114",125,-37.3850159483252
"lap","QR57","0.0279178674351585","QR57",3.53,3.980533333,"0","1",0.1945,"0.1945",125,17.9420741871199
"nag","CO74","3.35477318889641","CO74",4.2,3.572646048,"0","1",0.1456,"0.1456",125,2880.12808112673
"nag","AS123","3.35132890365449","AS123",3.96,2.992238806,"0","1",0.2114,"0.2114",125,1981.62778125266
"nag","QR57","1.73473011363636","QR57",3.53,3.980533333,"0","1",0.1945,"0.1945",125,1114.86511159149
"bxyl","CO74","0.919811320754717","CO74",4.2,3.572646048,"0","1",0.1456,"0.1456",125,789.673180592992
"bxyl","AS123","0.267686424474187","AS123",3.96,2.992238806,"0","1",0.2114,"0.2114",125,158.281944462031
"bxyl","QR57","0.173076923076923","QR57",3.53,3.980533333,"0","1",0.1945,"0.1945",125,111.231955704963
"bcell","CO74","3.72528698979592","CO74",4.2,3.572646048,"0","1",0.1456,"0.1456",125,3198.2202865693
"bcell","AS123","1.54382067851373","AS123",3.96,2.992238806,"0","1",0.2114,"0.2114",125,912.855178875195
"bcell","QR57","0.49860529986053","QR57",3.53,3.980533333,"0","1",0.1945,"0.1945",125,320.440424074891
"phos","AS204","9.06666666666667","AS204",4.07,2.712841727,"0.222222222","0.777777778",0.1346,"0.104688889",125,10825.7270103739
"phos","QR154","5.21022258862325","QR154",4.79,3.692857143,"0.428571428","0.571428572",0.1803,"0.103028571",125,6321.3322018987
"phos","QR129","7.380550871276","QR129",4.38,3.180868167,"0.1","0.9",0.2071,"0.18639",125,4949.66928971243
"bglu","AS204","12.4076738609113","AS204",4.07,2.712841727,"0.222222222","0.777777778",0.1346,"0.104688889",125,14814.9364027916
"bglu","QR154","3.08516638465877","QR154",4.79,3.692857143,"0.428571428","0.571428572",0.1803,"0.103028571",125,3743.09567083432
"bglu","QR129","6.76505664877758","QR129",4.38,3.180868167,"0.1","0.9",0.2071,"0.18639",125,4536.89619130424
"lap","AS204","-0.0133744855967078","AS204",4.07,2.712841727,"0.222222222","0.777777778",0.1346,"0.104688889",125,-15.9693231589121
"lap","QR154","-0.0123864574731627","QR154",4.79,3.692857143,"0.428571428","0.571428572",0.1803,"0.103028571",125,-15.0279400084598
"lap","QR129","0.0824511400651466","QR129",4.38,3.180868167,"0.1","0.9",0.2071,"0.18639",125,55.2947717589105
"nag","AS204","2.32697740112994","AS204",4.07,2.712841727,"0.222222222","0.777777778",0.1346,"0.104688889",125,2778.44361440537
"nag","QR154","2.75394646533974","QR154",4.79,3.692857143,"0.428571428","0.571428572",0.1803,"0.103028571",125,3341.24121907376
"nag","QR129","1.35302698760029","QR129",4.38,3.180868167,"0.1","0.9",0.2071,"0.18639",125,907.389738988338
"bxyl","AS204","0.285852713178295","AS204",4.07,2.712841727,"0.222222222","0.777777778",0.1346,"0.104688889",125,341.312143901793
"bxyl","QR154","0.110748002904866","QR154",4.79,3.692857143,"0.428571428","0.571428572",0.1803,"0.103028571",125,134.365644682272
"bxyl","QR129","0.29819471308833","QR129",4.38,3.180868167,"0.1","0.9",0.2071,"0.18639",125,199.9803591182
"bcell","AS204","1.62432117920869","AS204",4.07,2.712841727,"0.222222222","0.777777778",0.1346,"0.104688889",125,1939.46224227374
"bcell","QR154","1.25296033155713","QR154",4.79,3.692857143,"0.428571428","0.571428572",0.1803,"0.103028571",125,1520.16125162642
"bcell","QR129","0.904870357393132","QR129",4.38,3.180868167,"0.1","0.9",0.2071,"0.18639",125,606.839394142076
"phos","QR191","5.45400238948626","QR191",3.98,3.022361624,"0","1",0.189,"0.189",125,3607.14443749091
"phos","CO109","5.05707762557078","CO109",3.98,3.644029851,"0","1",0.1779,"0.1779",125,3553.31480155339
"phos","CO154","2.94520547945205","CO154",3.61,2.519742489,"0.181818182","0.818181818",0.2859,"0.233918182",125,1573.84381916711
"bglu","QR191","5.60160763627229","QR191",3.98,3.022361624,"0","1",0.189,"0.189",125,3704.76695520654
"bglu","CO109","10.141592920354","CO109",3.98,3.644029851,"0","1",0.1779,"0.1779",125,7125.90846005762
"bglu","CO154","6.79250804799532","CO154",3.61,2.519742489,"0.181818182","0.818181818",0.2859,"0.233918182",125,3629.745660384
"lap","QR191","0.0383380884450785","QR191",3.98,3.022361624,"0","1",0.189,"0.189",125,25.3558786012424
"lap","CO109","0.0797101449275362","CO109",3.98,3.644029851,"0","1",0.1779,"0.1779",125,56.0076903650479
"lap","CO154","0.0504530477759473","CO154",3.61,2.519742489,"0.181818182","0.818181818",0.2859,"0.233918182",125,26.960841256852
"nag","QR191","2.33040581465778","QR191",3.98,3.022361624,"0","1",0.189,"0.189",125,1541.27368694298
"nag","CO109","3.41914087176248","CO109",3.98,3.644029851,"0","1",0.1779,"0.1779",125,2402.43175362737
"nag","CO154","1.58885017421603","CO154",3.61,2.519742489,"0.181818182","0.818181818",0.2859,"0.233918182",125,849.04161822275
"bxyl","QR191","0.11568848758465","QR191",3.98,3.022361624,"0","1",0.189,"0.189",125,76.5135499898479
"bxyl","CO109","0.675150992234685","CO109",3.98,3.644029851,"0","1",0.1779,"0.1779",125,474.389398703404
"bxyl","CO154","0.55984555984556","CO154",3.61,2.519742489,"0.181818182","0.818181818",0.2859,"0.233918182",125,299.167402817345
"bcell","QR191","0.389233152594888","QR191",3.98,3.022361624,"0","1",0.189,"0.189",125,257.429333726778
"bcell","CO109","2.63270882123341","CO109",3.98,3.644029851,"0","1",0.1779,"0.1779",125,1849.85161694309
"bcell","CO154","1.48448905109489","CO154",3.61,2.519742489,"0.181818182","0.818181818",0.2859,"0.233918182",125,793.273655772775
"phos","QR115","11.3081470059111","QR115",5.24,7.833265823,"0.75","0.25",0.3502,"0.08755",125,16145.269854242
"phos","QR81","7.25045787545787","QR81",3.47,4.169447005,"0.017492711","0.982507289",0.2293,"0.225288921",125,4022.86641708508
"phos","CO87","6.66128598331988","CO87",5.3,4.012119701,"0.142857143","0.857142857",0.2398,"0.205542857",125,4051.03227651927
"bglu","QR115","5.64166666666667","QR115",5.24,7.833265823,"0.75","0.25",0.3502,"0.08755",125,8054.92099752523
"bglu","QR81","5.73378839590444","QR81",3.47,4.169447005,"0.017492711","0.982507289",0.2293,"0.225288921",125,3181.35284374705
"bglu","CO87","19.3597106998511","CO87",5.3,4.012119701,"0.142857143","0.857142857",0.2398,"0.205542857",125,11773.5243773584
"lap","QR115","0.00599725839616175","QR115",5.24,7.833265823,"0.75","0.25",0.3502,"0.08755",125,8.56261906933431
"lap","QR81","0.00854700854700855","QR81",3.47,4.169447005,"0.017492711","0.982507289",0.2293,"0.225288921",125,4.74224859186959
"lap","CO87","0.0467032967032967","CO87",5.3,4.012119701,"0.142857143","0.857142857",0.2398,"0.205542857",125,28.4024080093043
"nag","QR115","2.07527624309392","QR115",5.24,7.833265823,"0.75","0.25",0.3502,"0.08755",125,2962.98721172747
"nag","QR81","2.07535885167464","QR81",3.47,4.169447005,"0.017492711","0.982507289",0.2293,"0.225288921",125,1151.49850826144
"nag","CO87","6.0580204778157","CO87",5.3,4.012119701,"0.142857143","0.857142857",0.2398,"0.205542857",125,3684.15896703704
"bxyl","QR115","0.0934880722114765","QR115",5.24,7.833265823,"0.75","0.25",0.3502,"0.08755",125,133.478115664587
"bxyl","QR81","0.155222790357925","QR81",3.47,4.169447005,"0.017492711","0.982507289",0.2293,"0.225288921",125,86.1242919031097
"bxyl","CO87","1.18894867549669","CO87",5.3,4.012119701,"0.142857143","0.857142857",0.2398,"0.205542857",125,723.053997624866
"bcell","QR115","0.610889774236388","QR115",5.24,7.833265823,"0.75","0.25",0.3502,"0.08755",125,872.201276750982
"bcell","QR81","0.748418833450457","QR81",3.47,4.169447005,"0.017492711","0.982507289",0.2293,"0.225288921",125,415.255014609916
"bcell","CO87","5.73262548262548","CO87",5.3,4.012119701,"0.142857143","0.857142857",0.2398,"0.205542857",125,3486.27140727243
"phos","CO158","2.56371049949032","CO158",5.3,4.081795511,"0","1",0.1617,"0.1617",125,1981.84175903704
"phos","QR152","10.3966437833715","QR152",3.64,3.79809322,"0.222222222","0.777777778",0.2268,"0.1764",125,7367.23624105123
"phos","CO116","3.05196451204056","CO116",5.26,3.878972431,"0.2","0.8",0.1989,"0.15912",125,2397.5337104391
"bglu","CO158","7.16727716727717","CO158",5.3,4.081795511,"0","1",0.1617,"0.1617",125,5540.56676505656
"bglu","QR152","10.484375","QR152",3.64,3.79809322,"0.222222222","0.777777778",0.2268,"0.1764",125,7429.40405328798
"bglu","CO116","8.3052677029361","CO116",5.26,3.878972431,"0.2","0.8",0.1989,"0.15912",125,6524.37445240707
"lap","CO158","0.00625894134477825","CO158",5.3,4.081795511,"0","1",0.1617,"0.1617",125,4.83839003152307
"lap","QR152","-0.00607976653696498","QR152",3.64,3.79809322,"0.222222222","0.777777778",0.2268,"0.1764",125,-4.3082245868516
"lap","CO116","0.0764279967819791","CO116",5.26,3.878972431,"0.2","0.8",0.1989,"0.15912",125,60.0395902321983
"nag","CO158","2.31362951807229","CO158",5.3,4.081795511,"0","1",0.1617,"0.1617",125,1788.52003561556
"nag","QR152","2.95669291338583","QR152",3.64,3.79809322,"0.222222222","0.777777778",0.2268,"0.1764",125,2095.16221186638
"nag","CO116","3.08194549583649","CO116",5.26,3.878972431,"0.2","0.8",0.1989,"0.15912",125,2421.08589102288
"bxyl","CO158","0.752818035426731","CO158",5.3,4.081795511,"0","1",0.1617,"0.1617",125,581.955809699081
"bxyl","QR152","0.842266462480858","QR152",3.64,3.79809322,"0.222222222","0.777777778",0.2268,"0.1764",125,596.844148583374
"bxyl","CO116","0.8","CO116",5.26,3.878972431,"0.2","0.8",0.1989,"0.15912",125,628.456510809452
"bcell","CO158","1.47505422993492","CO158",5.3,4.081795511,"0","1",0.1617,"0.1617",125,1140.27074051865
"bcell","QR152","1.68627805937726","QR152",3.64,3.79809322,"0.222222222","0.777777778",0.2268,"0.1764",125,1194.92492869704
"bcell","CO116","1.82712038303694","CO116",5.26,3.878972431,"0.2","0.8",0.1989,"0.15912",125,1435.33212594028
"phos","AS188","5.29566360052562","AS188",4,2.441174497,"0.545454546","0.454545454",0.2123,"0.0965",125,6859.66787632852
"phos","AS16","15.4609078184363","AS16",2.54,1.390327869,"0.3","0.7",0.3254,"0.22778",125,8484.56175829545
"phos","AS5","17.5542005420054","AS5",4.43,2.933333333,"0","1",0.2281,"0.2281",125,9619.79424704373
"bglu","AS188","7.49621785173979","AS188",4,2.441174497,"0.545454546","0.454545454",0.2123,"0.0965",125,9710.12675095828
"bglu","AS16","12.1085146387322","AS16",2.54,1.390327869,"0.3","0.7",0.3254,"0.22778",125,6644.85174221409
"bglu","AS5","12.7621037965866","AS5",4.43,2.933333333,"0","1",0.2281,"0.2281",125,6993.70002004965
"lap","AS188","0.0359032501889645","AS188",4,2.441174497,"0.545454546","0.454545454",0.2123,"0.0965",125,46.5068007629074
